Assembly	ipa	scaff10x	SALSA2
K-mer-based compl. (%)	100.00	100.00	100.00
K-mer-based cor. length (%)	-	-	-
K-mer-based mis. length (%)	-	-	-
# k-mer-based misjoins	-	-	-
